index,budget,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count,success_level,success,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,total_votes,total_stars,avg_stars
138,0,124639,tt0114618,en,Target,0.001205,1995-08-01 00:00:00,0,122,Target,0,0,0,t,,15,,17,2,57,3,20,,34,,,
139,60000000,9302,tt0118055,en,Up Close & Personal,3.402749,1996-03-01 00:00:00,0,119,Up Close & Personal,5.9,51,120000000,f,1,2,,4,4,23,1,9,,4,,,
140,31000000,11000,tt0115685,en,The Birdcage,6.49968,1996-03-08 00:00:00,185260553,117,The Birdcage,6.7,303,62000000,t,17,267,31,537,87,2421,104,1427,27,715,5633,18645,3.3099591691816084
141,0,249882,tt0113200,en,Gospa,0.918504,1995-10-12 00:00:00,0,125,Virgin Mary,7,2,0,t,112,798,155,1686,601,8331,1544,7918,649,3944,25738,90670.5,3.5228261714196907
142,0,16388,tt0112585,en,The Brothers McMullen,2.039196,1995-08-09 00:00:00,0,98,The Brothers McMullen,6.3,23,0,t,1,5,,6,,14,,13,,4,,,
143,19000000,9737,tt0112442,en,Bad Boys,9.262184,1995-04-07 00:00:00,141407024,118,Bad Boys,6.5,1729,38000000,t,2,4,1,1,1,3,,2,,1,,,
144,0,30765,tt0112342,en,The Amazing Panda Adventure,2.375865,1995-08-25 00:00:00,0,81,The Amazing Panda Adventure,5,31,0,t,20,154,9,364,79,1574,180,1683,45,553,4661,16154.5,3.4658871486805407
145,0,10474,tt0112461,en,The Basketball Diaries,7.415144,1995-04-21 00:00:00,0,102,The Basketball Diaries,7.2,472,0,t,222,492,312,1233,968,4376,1918,3550,592,1167,14830,48497,3.2701955495616994
146,4000000,22279,tt0112427,en,An Awfully Big Adventure,0.922958,1995-07-21 00:00:00,851545,113,An Awfully Big Adventure,6,11,8000000,f,4,73,9,99,19,249,8,104,6,49,620,1797,2.8983870967741936
147,0,30157,tt0109093,en,Amateur,1.759012,1994-08-05 00:00:00,0,105,Amateur,6.5,21,0,t,29,102,40,279,141,1254,582,1530,390,620,4967,17861,3.5959331588483994
148,52000000,568,tt0112384,en,Apollo 13,18.761467,1995-06-30 00:00:00,355237933,140,Apollo 13,7.3,1637,104000000,t,1,37,2,73,10,149,10,59,4,27,372,1082.5,2.90994623655914
149,28000000,11780,tt0114287,en,Rob Roy,10.193549,1995-04-13 00:00:00,31596911,139,Rob Roy,6.5,151,56000000,f,4,32,3,66,9,312,35,417,39,219,1136,4190,3.688380281690141
150,0,34996,tt0112288,en,The Addiction,3.137285,1995-01-10 00:00:00,0,82,The Addiction,6.4,46,0,t,153,421,230,1481,1175,11968,4740,20848,3245,13155,57416,223005.5,3.884030583809391
151,100000000,414,tt0112462,en,Batman Forever,13.321354,1995-06-16 00:00:00,336529144,121,Batman Forever,5.2,1529,200000000,t,81,337,105,808,393,4239,884,4478,342,1859,13526,47690.5,3.5258391246488245
152,0,649,tt0061395,fr,Belle de jour,10.142662,1967-05-24 00:00:00,0,101,Belle de Jour,7.3,163,0,t,8,78,1,86,17,243,30,138,16,81,698,2161,3.0959885386819486
153,0,1873,tt0112495,en,Beyond Rangoon,2.04189,1995-05-24 00:00:00,0,100,Beyond Rangoon,6.4,21,0,t,557,2534,849,5613,2013,16779,1651,6316,219,1656,38187,110989.5,2.906473407180454
154,2000000,5894,tt0112541,en,Blue in the Face,11.528147,1995-09-15 00:00:00,1275000,83,Blue in the Face,6.8,28,4000000,f,8,65,12,134,33,792,180,1159,174,699,3256,12357.5,3.795300982800983
155,11000000,1775,tt0109370,en,Canadian Bacon,5.391556,1995-06-08 00:00:00,178104,91,Canadian Bacon,5.9,57,22000000,f,5,56,2,127,10,504,26,406,8,175,1319,4478.5,3.3953752843062928
156,50000000,8839,tt0112642,en,Casper,12.812539,1995-05-26 00:00:00,287928194,100,Casper,6,1045,100000000,t,4,51,6,122,24,621,55,561,16,291,1751,6192.5,3.5365505425471158
157,25000000,20649,tt0112688,en,Clockers,4.558992,1995-09-15 00:00:00,13071518,128,Clockers,6.8,69,50000000,f,35,304,49,531,121,965,156,437,33,112,2743,7657,2.7914691943127963
158,50000000,10329,tt0112715,en,Congo,7.260574,1995-06-09 00:00:00,152022101,109,Congo,5,214,100000000,t,500,958,635,1979,1311,5434,1174,2491,257,820,15559,45027.5,2.8939841892152454
159,53000000,8963,tt0112740,en,Crimson Tide,8.657365,1995-05-12 00:00:00,157387195,116,Crimson Tide,7,508,106000000,t,6,60,8,174,37,958,157,818,34,206,2458,8394,3.414971521562246
160,0,26564,tt0109508,en,Crumb,3.620388,1994-09-10 00:00:00,3174695,119,Crumb,7.6,71,0,t,293,2244,389,3215,786,6105,447,1797,70,522,15868,41361.5,2.6065981850264683
161,7000000,8068,tt0112851,en,Desperado,6.950458,1995-08-25 00:00:00,25405445,104,Desperado,6.8,898,14000000,t,33,242,59,724,316,7888,1373,10218,609,4567,26029,97502,3.745898805178839
162,27000000,8512,tt0112857,en,Devil in a Blue Dress,4.646132,1995-09-15 00:00:00,16140822,102,Devil in a Blue Dress,6.3,88,54000000,f,29,124,26,280,70,981,326,2190,392,2070,6488,25870.5,3.9874383477188657
163,90000000,1572,tt0112864,en,Die Hard: With a Vengeance,15.138855,1995-05-19 00:00:00,366101666,128,Die Hard: With a Vengeance,6.9,2094,180000000,t,125,484,191,1243,736,4729,2005,4716,918,1676,16823,57738.5,3.4321167449325327
164,0,13552,tt0112887,en,The Doom Generation,7.120806,1995-10-27 00:00:00,0,80,The Doom Generation,5.6,57,0,t,7,93,8,294,74,1788,150,1735,57,383,4589,15882,3.460884724340815
165,0,259209,tt0113044,en,Feast of July,0.523575,1995-10-12 00:00:00,0,116,Feast of July,0,0,0,t,174,811,203,2392,1000,14105,3314,12209,1416,4812,40436,141668.5,3.5035240874468294
166,55000000,6520,tt0113071,en,First Knight,15.178338,1995-07-07 00:00:00,127600435,134,First Knight,5.9,319,110000000,t,29,114,16,109,34,147,58,123,24,69,723,2044.5,2.827800829875519
167,0,9073,tt0113114,en,Free Willy 2 - The Adventure Home,7.575098,1995-07-19 00:00:00,0,95,Free Willy 2 - The Adventure Home,5.5,130,0,t,,10,1,6,,33,2,21,1,10,,,
168,20000000,10428,tt0113243,en,Hackers,14.810519,1995-09-14 00:00:00,7563728,107,Hackers,6.2,406,40000000,f,306,926,384,1645,800,4375,868,2816,259,1234,13613,41707.5,3.063799309483582
169,0,17447,tt0113464,en,Jeffrey,3.196456,1995-08-18 00:00:00,0,92,Jeffrey,6.5,19,0,t,331,802,226,729,227,1025,159,349,22,158,4028,9248.5,2.2960526315789473
170,25000000,9886,tt0113481,en,Johnny Mnemonic,11.715868,1995-05-26 00:00:00,19075720,97,Johnny Mnemonic,5.5,380,50000000,f,108,461,181,1028,570,2842,967,2027,388,866,9438,30362,3.216995126086035
171,90000000,9482,tt0113492,en,Judge Dredd,8.184815,1995-06-30 00:00:00,113493481,96,Judge Dredd,5.4,643,180000000,f,8,48,2,92,16,459,40,509,23,266,1463,5265.5,3.5991114149008885
172,0,19326,tt0113500,en,Jury Duty,3.676921,1995-04-12 00:00:00,17014653,88,Jury Duty,4,34,0,t,311,1500,467,2454,968,4896,1004,1926,228,519,14273,39211,2.7472150213690183
173,1500000,9344,tt0113540,en,Kids,4.877872,1995-07-28 00:00:00,7412216,91,Kids,6.8,280,3000000,t,637,2179,740,3364,1184,5655,723,1793,103,441,16819,42631.5,2.5347226351150485
174,500000,9071,tt0113677,en,Living in Oblivion,10.058329,1995-01-20 00:00:00,1148752,89,Living in Oblivion,7.2,64,1000000,t,70,479,40,444,63,736,45,240,4,93,2214,5428,2.4516711833785005
175,0,8973,tt0113690,en,Lord of Illusions,4.102409,1995-08-25 00:00:00,0,119,Lord of Illusions,5.9,87,0,t,63,273,87,363,183,1206,590,1662,406,855,5688,20051.5,3.5252285513361463
176,0,15730,tt0107447,en,Love & Human Remains,0.354014,1993-05-20 00:00:00,0,100,Love & Human Remains,7,7,0,t,10,20,9,100,26,530,123,1016,102,523,2459,9462,3.8479056527043514
177,0,47608,tt0113729,en,Mad Love,2.624771,1995-05-26 00:00:00,15453274,95,Mad Love,5.5,27,0,t,18,251,27,394,58,1008,69,426,9,137,2397,6928.5,2.8904881101376723
178,6000000,2293,tt0113749,en,Mallrats,8.25547,1995-10-20 00:00:00,2122561,94,Mallrats,6.8,400,12000000,f,2,30,1,44,8,182,13,172,2,65,519,1754,3.3795761078998074
179,15000000,9070,tt0113820,en,Mighty Morphin Power Rangers: The Movie,7.024227,1995-06-30 00:00:00,66000000,92,Mighty Morphin Power Rangers: The Movie,5.2,153,30000000,t,10,161,20,255,34,515,27,180,4,63,1269,3483.5,2.7450748620961387
180,0,68274,tt0113851,en,Moonlight and Valentino,1.01115,1995-09-29 00:00:00,0,100,Moonlight and Valentino,5.6,10,0,t,62,289,100,626,389,1933,1296,2789,722,1330,9536,34084.5,3.574297399328859
181,2,48787,tt0110604,en,Mute Witness,2.466066,1995-09-28 00:00:00,1,95,Mute Witness,6.4,36,4,f,304,967,93,525,129,595,78,157,24,88,2960,5865,1.9814189189189189
182,0,34574,tt0110620,en,Nadja,7.720056,1994-09-13 00:00:00,0,93,Nadja,5.9,12,0,t,1,32,6,105,26,323,24,154,4,41,716,2208.5,3.0844972067039107
183,22000000,1642,tt0113957,en,The Net,13.304342,1995-07-28 00:00:00,110627965,114,The Net,5.6,359,44000000,t,4,36,5,50,7,230,21,206,4,73,636,2133.5,3.354559748427673
184,0,11472,tt0113986,en,Nine Months,8.482834,1995-07-12 00:00:00,69660733,103,Nine Months,5.5,171,0,t,3,36,2,44,9,119,13,75,6,38,345,1070.5,3.1028985507246376
185,150000,36196,tt0114095,en,Party Girl,1.165039,1995-06-09 00:00:00,472370,94,Party Girl,5.8,14,300000,t,259,1143,463,3049,1244,11423,1242,5494,199,2035,26551,82837.5,3.119938985348951
186,8,11980,tt0114194,en,The Prophecy,10.187623,1995-09-01 00:00:00,16,98,The Prophecy,6.4,139,16,t,347,856,430,1821,909,5035,783,2061,164,564,12970,37236.5,2.870971472629144
187,0,58372,tt0114241,en,Reckless,0.119713,1995-11-17 00:00:00,0,91,Reckless,10,1,0,t,9,24,4,107,29,274,64,328,22,123,984,3393,3.448170731707317
188,0,32646,tt0114323,en,Safe,8.180047,1995-06-23 00:00:00,0,119,Safe,7.2,62,0,t,13,129,22,270,68,920,159,736,57,308,2682,8935.5,3.33165548098434
189,50000000,10533,tt0114345,en,The Scarlet Letter,6.752119,1995-10-13 00:00:00,10382407,135,The Scarlet Letter,5.5,111,100000000,f,,24,1,35,2,207,5,52,1,16,,,
190,0,56088,tt0114435,en,The Show,0.159596,1995-08-25 00:00:00,0,93,The Show,5.3,2,0,t,8,50,10,91,24,218,60,302,40,217,1020,3648,3.5764705882352943
191,45000000,10802,tt0114436,en,Showgirls,17.502375,1995-09-22 00:00:00,20350754,128,Showgirls,4.9,261,90000000,f,27,284,39,359,73,624,66,247,16,105,1840,4944.5,2.6872282608695652
192,7000000,10149,tt0114478,en,Smoke,5.552946,1995-06-09 00:00:00,8349430,112,Smoke,7.2,115,14000000,f,1,7,,13,2,36,1,20,,6,,,
193,0,18402,tt0114496,en,Something to Talk About,3.743212,1995-08-04 00:00:00,50892160,106,Something to Talk About,5.7,60,0,t,660,2074,451,1699,501,1898,346,667,102,399,8797,19758,2.245992952142776
194,35000000,9348,tt0114508,en,Species,13.492845,1995-07-07 00:00:00,113374103,108,Species,5.5,457,70000000,t,22,79,30,222,104,1398,321,2524,278,1402,6380,24513.5,3.842241379310345
195,0,139408,tt0114534,en,The Stars Fell on Henrietta,0.913522,1995-09-15 00:00:00,0,109,The Stars Fell on Henrietta,6.6,6,0,t,17,153,20,458,75,1649,86,683,21,210,3372,10419.5,3.090005931198102
196,42000000,281,tt0114558,en,Strange Days,11.223055,1995-10-13 00:00:00,7959291,145,Strange Days,6.8,334,84000000,f,329,1145,424,2447,1033,5865,896,2289,115,611,15154,42881.5,2.8297149267520125
197,0,5967,tt0058450,fr,Les parapluies de Cherbourg,8.133881,1964-02-19 00:00:00,0,91,The Umbrellas of Cherbourg,7.6,119,0,t,,9,,15,1,51,2,29,,6,,,
198,14000000,79593,tt0114666,en,The Tie That Binds,1.820419,1995-09-08 00:00:00,5780000,99,The Tie That Binds,4.6,9,28000000,f,44,328,83,901,283,3040,788,2911,327,1116,9821,33557.5,3.416912738010386
199,0,47939,tt0114663,en,Three Wishes,11.002046,1995-10-27 00:00:00,7025496,115,Three Wishes,6.1,18,0,t,8,56,11,91,32,327,81,540,93,402,1641,6191.5,3.7730042656916516
200,0,36834,tt0114702,en,Total Eclipse,4.546552,1995-11-02 00:00:00,339889,111,Total Eclipse,6.5,112,0,t,1,32,2,66,4,185,1,45,,18,,,
201,0,9090,tt0114682,en,"To Wong Foo, Thanks for Everything! Julie Newmar",7.653446,1995-09-07 00:00:00,47774193,105,"To Wong Foo, Thanks for Everything! Julie Newmar",6.3,117,0,t,1,35,4,51,11,161,2,91,1,28,385,1169.5,3.0376623376623377
202,60000000,3512,tt0114781,en,Under Siege 2: Dark Territory,7.490247,1995-07-13 00:00:00,104324083,100,Under Siege 2: Dark Territory,5.6,217,120000000,f,5,41,5,91,20,120,19,93,19,41,454,1372,3.0220264317180616
203,0,52856,tt0114798,en,Unstrung Heroes,2.881689,1995-09-15 00:00:00,0,93,Unstrung Heroes,6.4,9,0,t,96,459,64,640,188,2093,341,1365,122,610,5978,18884.5,3.1589996654399464
204,0,77350,tt0114805,en,Unzipped,0.786023,1995-08-11 00:00:00,0,73,Unzipped,6,6,0,t,269,765,249,1173,389,3540,326,1782,68,634,9195,26956.5,2.9316476345840132
205,20000000,9560,tt0114887,en,A Walk in the Clouds,9.715639,1995-08-11 00:00:00,50012507,103,A Walk in the Clouds,6.5,168,40000000,t,5,36,2,91,10,521,44,475,12,184,1380,4839.5,3.5068840579710145
206,175000000,9804,tt0114898,en,Waterworld,16.885184,1995-07-28 00:00:00,264218220,135,Waterworld,5.9,1017,350000000,f,2,44,1,102,7,344,17,377,9,153,1056,3673,3.478219696969697
207,8000000,31611,tt0114928,en,White Man's Burden,1.834099,1995-12-01 00:00:00,0,89,White Man's Burden,5.1,25,16000000,f,46,278,63,570,185,1926,310,1624,136,834,5972,20139,3.372237106496986
208,30000000,65796,tt0114938,en,Wild Bill,8.922139,1995-12-01 00:00:00,0,98,Wild Bill,5.9,27,60000000,f,665,2649,840,4414,1747,11699,1952,4987,439,1327,30719,87924.5,2.862218822227286
209,0,49805,tt0109340,en,The Browning Version,3.727644,1994-10-12 00:00:00,0,97,The Browning Version,6,11,0,t,8,70,9,146,24,351,17,114,5,32,776,2190.5,2.8228092783505154
210,0,26258,tt0112602,en,Bushwhacked,3.287036,1995-08-04 00:00:00,0,90,Bushwhacked,4.9,29,0,t,1,46,9,80,14,228,13,80,5,22,498,1437,2.8855421686746987
211,2800000,50797,tt0111579,ru,Утомлённые солнцем,2.486073,1994-05-01 00:00:00,2616503,135,Burnt by the Sun,6.7,35,5600000,f,4,12,,27,5,207,23,238,10,77,,,
212,0,19155,tt0110882,en,Before the Rain,3.525649,1994-06-09 00:00:00,763847,113,Before the Rain,7.7,45,0,t,16,73,15,96,17,174,10,46,3,25,475,1217.5,2.5631578947368423
213,2500000,76,tt0112471,en,Before Sunrise,11.304979,1995-01-27 00:00:00,5535405,105,Before Sunrise,7.7,984,5000000,t,21,35,4,59,18,303,78,679,104,684,1985,8000.5,4.030478589420655
214,10000000,11017,tt0112508,en,Billy Madison,6.638116,1995-02-10 00:00:00,26488734,89,Billy Madison,6.2,464,20000000,t,9,28,3,34,7,150,29,307,64,378,1009,4080,4.043607532210109
215,0,37141,tt0112438,en,The Babysitter,2.761837,1995-10-17 00:00:00,0,90,The Babysitter,4.7,27,0,t,44,148,27,239,126,1143,586,2034,881,1595,6823,26559,3.8925692510625822
216,21000000,9382,tt0112571,en,Boys on the Side,3.030309,1995-02-03 00:00:00,23450000,115,Boys on the Side,6.3,48,42000000,f,216,627,207,983,572,2662,1123,2309,479,1178,10356,33639.5,3.248310158362302
217,0,6715,tt0112757,en,The Cure,2.686342,1995-04-21 00:00:00,0,97,The Cure,7.2,58,0,t,5,142,16,217,18,443,12,171,1,41,1066,2912,2.731707317073171
218,0,18256,tt0112643,en,Castle Freak,2.26977,1995-08-04 00:00:00,0,95,Castle Freak,5.8,40,0,t,19,189,19,447,95,1875,117,1130,37,482,4410,14489.5,3.2856009070294783
219,0,22625,tt0112679,en,Circle of Friends,2.605521,1995-03-16 00:00:00,0,103,Circle of Friends,6.5,30,0,t,5,21,2,45,11,216,30,200,14,146,690,2490,3.608695652173913
220,27000,2292,tt0109445,en,Clerks,10.513367,1994-09-13 00:00:00,3151130,92,Clerks,7.4,769,54000,t,7,67,6,69,17,92,7,31,1,10,307,739,2.407166123778502
222,55000000,8984,tt0109635,en,Disclosure,11.812244,1994-12-09 00:00:00,214015089,123,Disclosure,5.9,217,110000000,t,23,130,33,329,126,2230,264,2300,79,780,6294,22233.5,3.532491261518907
223,0,61813,tt0112899,en,Dream Man,0.155859,1995-01-01 00:00:00,0,0,Dream Man,2.5,1,0,t,157,585,159,1097,579,4262,2316,8377,2262,6310,26104,100672.5,3.856592859331903
224,45000000,4954,tt0109676,en,Drop Zone,9.579155,1994-12-08 00:00:00,0,101,Drop Zone,5.1,91,90000000,f,44,304,62,625,253,3235,512,2744,199,1113,9091,31235,3.4358156418435817
225,0,62488,tt0112854,it,Destiny Turns on the Radio,0.710671,1995-04-28 00:00:00,0,0,Destiny Turns on the Radio,5.3,9,0,t,43,423,109,1025,323,6173,419,3734,86,1036,13371,43954,3.2872634806671153
226,0,10531,tt0109579,en,Death and the Maiden,5.484156,1994-05-04 00:00:00,0,103,Death and the Maiden,7.1,92,0,t,,7,,12,1,20,,4,1,3,,,
227,0,11929,tt0109642,en,Dolores Claiborne,5.8025,1995-03-24 00:00:00,0,132,Dolores Claiborne,7.1,183,0,t,18,225,49,637,137,2388,96,972,15,277,4814,14764.5,3.0669921063564605
228,16000000,8467,tt0109686,en,Dumb and Dumber,9.844558,1994-12-16 00:00:00,247275374,107,Dumb and Dumber,6.5,1894,32000000,t,7,72,7,96,7,192,5,76,1,20,483,1297.5,2.686335403726708
229,0,10451,tt0111797,zh,飲食男女,4.860016,1994-08-03 00:00:00,7294403,123,Eat Drink Man Woman,7.5,76,0,t,5,53,5,158,36,865,115,888,59,342,2526,8994,3.5605700712589075
230,0,20156,tt0109759,en,Exotica,5.378467,1994-09-24 00:00:00,0,103,Exotica,6.5,64,0,t,42,135,35,414,164,2501,426,2880,192,1032,7821,27984.5,3.578123002173635
231,0,18395,tt0109758,en,Exit to Eden,4.322726,1994-10-14 00:00:00,6841570,113,Exit to Eden,4.3,28,0,t,1061,4281,786,4643,1709,10823,2804,6451,1208,3270,37036,109422,2.95447672534831
232,18000000,522,tt0109707,en,Ed Wood,11.720358,1994-09-27 00:00:00,5887457,127,Ed Wood,7.3,639,36000000,f,34,71,16,129,52,1084,285,2588,342,1912,6513,26200.5,4.022800552740673
233,0,397,tt0113117,en,French Kiss,9.146544,1995-05-05 00:00:00,0,111,French Kiss,6.2,179,0,t,14,159,17,311,31,1091,124,1158,70,640,3615,12745,3.5255878284923927
234,0,10525,tt0113097,en,Forget Paris,16.236745,1995-05-19 00:00:00,0,101,Forget Paris,6.1,38,0,t,48,498,37,696,45,1403,27,420,8,179,3361,8996.5,2.676733115144302
235,0,27985,tt0113028,en,Far from Home: The Adventures of Yellow Dog,2.657337,1995-01-13 00:00:00,0,87,Far from Home: The Adventures of Yellow Dog,5.6,27,0,t,84,452,85,987,374,4382,1258,5985,1062,2884,17553,64218.5,3.658548396285535
236,0,15789,tt0113198,en,A Goofy Movie,10.177977,1995-04-07 00:00:00,35348597,78,A Goofy Movie,6.7,404,0,t,137,387,168,1015,533,5477,827,3493,279,1233,13549,44788,3.3056314119123185
237,15000000,27303,tt0113303,en,Hideaway,8.182165,1995-03-03 00:00:00,12201255,103,Hideaway,5,24,30000000,f,48,255,56,637,130,3119,218,1749,52,480,6744,21712,3.2194543297746145
238,0,21183,tt0113089,en,Fluke,4.953936,1995-06-02 00:00:00,0,96,Fluke,6.6,48,0,t,5,72,4,98,15,357,19,209,5,93,877,2775,3.1641961231470925
239,0,10954,tt0109771,fr,Farinelli,8.935058,1994-12-07 00:00:00,0,111,Farinelli,5.9,20,0,t,61,257,72,439,238,1295,347,766,123,281,3879,11990.5,3.091131734983243
240,0,47867,tt0113199,en,Gordy,0.398924,1995-05-12 00:00:00,3992809,90,Gordy,3,4,0,t,6,66,10,136,25,434,9,135,,44,,,
241,0,43475,tt0113234,en,Gumby: The Movie,0.090452,1995-12-01 00:00:00,0,77,Gumby: The Movie,5,2,0,t,7,60,5,64,17,256,18,118,4,48,597,1802.5,3.0192629815745393
242,0,72031,tt0109906,en,The Glass Shield,1.012197,1994-09-16 00:00:00,0,109,The Glass Shield,5.4,9,0,t,4,63,3,91,23,373,39,388,14,127,1125,3814.5,3.3906666666666667
243,700000,14275,tt0110057,en,Hoop Dreams,9.47666,1994-09-12 00:00:00,7830611,171,Hoop Dreams,7.7,91,1400000,t,8,110,11,85,10,171,8,52,,26,,,
244,5000000,1024,tt0110005,en,Heavenly Creatures,9.438042,1994-09-02 00:00:00,3049135,99,Heavenly Creatures,6.9,299,10000000,f,13,77,8,62,13,81,4,30,2,17,307,723,2.3550488599348536
245,10500000,17207,tt0110066,en,Houseguest,2.688562,1995-01-06 00:00:00,26325256,113,Houseguest,6,17,21000000,t,,19,2,38,8,136,3,52,,9,,,
246,120,13701,tt0110116,en,Immortal Beloved,7.983666,1994-12-16 00:00:00,0,121,Immortal Beloved,6.9,90,240,f,98,206,56,334,120,1894,490,3779,595,3840,11412,45697.5,4.004337539432177
247,0,14819,tt0110006,en,Heavyweights,9.546707,1995-02-17 00:00:00,17689177,100,Heavyweights,6,97,0,t,43,129,42,343,152,1615,642,3064,479,1762,8271,31593,3.8197315923104824
248,0,32631,tt0113360,en,The Hunted,2.756986,1995-02-24 00:00:00,0,106,The Hunted,6,25,0,t,27,213,22,424,48,1663,52,601,11,187,3248,9787,3.0132389162561575
249,25000000,11777,tt0110099,en,I.Q.,5.146352,1994-12-24 00:00:00,0,100,I.Q.,5.9,112,50000000,f,14,97,9,271,69,1561,251,1829,150,924,5175,19004.5,3.672367149758454
250,60000000,628,tt0110148,en,Interview with the Vampire,11.970205,1994-11-11 00:00:00,223664608,123,Interview with the Vampire,7.2,1558,120000000,t,19,88,14,132,39,368,86,178,27,87,1038,3153.5,3.0380539499036607
251,14000000,87729,tt0113463,en,Jefferson in Paris,1.596058,1995-03-31 00:00:00,2474000,139,Jefferson in Paris,5.2,10,28000000,f,4,25,6,52,14,170,20,89,2,20,402,1220,3.0348258706467663
252,0,18713,tt0110189,en,The Jerky Boys,0.748846,1995-02-03 00:00:00,0,82,The Jerky Boys,4.8,10,0,t,90,338,127,999,381,4932,584,2572,153,745,10921,35065.5,3.2108323413606814
253,60000000,6280,tt0110216,en,Junior,6.710215,1994-11-22 00:00:00,37000000,109,Junior,4.7,381,120000000,f,128,822,187,2017,752,9881,2563,8964,1567,3694,30575,107071.5,3.5019296811120197
254,0,9061,tt0113501,en,Just Cause,9.195256,1995-02-17 00:00:00,0,102,Just Cause,6,124,0,t,2,43,6,136,12,301,13,112,,24,,,
255,0,37108,tt0113538,en,A Kid in King Arthur's Court,5.874511,1995-08-11 00:00:00,0,89,A Kid in King Arthur's Court,4.3,40,0,t,19,316,21,259,28,338,16,86,,41,,,
256,40000000,6071,tt0113552,en,Kiss of Death,7.797512,1995-04-21 00:00:00,0,101,Kiss of Death,5.7,83,80000000,f,519,1029,483,1811,847,4351,517,1531,99,371,11558,31039.5,2.6855424813981656
257,11000000,11,tt0076759,en,Star Wars,42.149697,1977-05-25 00:00:00,775398007,121,Star Wars,8.1,6778,22000000,t,7,80,15,271,79,1748,125,1219,14,415,3973,13541,3.408255726151523
258,18000000,9587,tt0110367,en,Little Women,9.774994,1994-12-21 00:00:00,0,115,Little Women,7,222,36000000,f,36,283,35,357,68,654,55,240,8,77,1813,4773,2.63265306122449
259,17000000,19101,tt0113670,en,A Little Princess,7.731725,1995-05-10 00:00:00,0,97,A Little Princess,7.4,207,34000000,f,8,95,7,248,60,1075,63,432,3,89,2080,6387.5,3.0709134615384617
260,0,49980,tt0110296,en,Ladybird Ladybird,0.84508,1994-02-18 00:00:00,0,101,Ladybird Ladybird,7.4,14,0,t,864,1174,414,1980,1210,8066,4556,20934,7908,29939,77045,318373,4.132299305600623
261,10000000,17961,tt0109731,fr,L'Enfer,1.948315,1994-02-16 00:00:00,0,100,L'Enfer,6.6,22,20000000,f,160,296,124,544,328,3321,816,3856,469,2023,11937,42938.5,3.597093071961129
